"url","twitterUrl","id","text","retweetCount","replyCount","likeCount","quoteCount","createdAt","bookmarkCount","isRetweet","isQuote"
"https://x.com/nustzim/status/1772221168365289863","https://twitter.com/nustzim/status/1772221168365289863","1772221168365289863","Other projects toured by the Deputy Minister were the Bulawayo Technology Centre (BTC), The Phinius M. Makurane Technovation Center and Factory Shells, all focused on boosting NUST's industrialisation and entrepreneurship drive under the Heritage 5.0 education thrust #studyatnust https://t.co/wug3vzl4f1","0","1","1","0","Mon Mar 25 11:17:07 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1772221173662720423","https://twitter.com/nustzim/status/1772221173662720423","1772221173662720423","Deputy Minister of Higher and Tertiary Education, Innovation and Development, Hon. Simelisizwe Sibanda also visited the NUST Farm to see the progress of projects being undertaken there #thinkinotherterms #studyatnust https://t.co/Cd3b5pbA5Z","0","0","1","0","Mon Mar 25 11:17:08 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1769328774577865186","https://twitter.com/nustzim/status/1769328774577865186","1769328774577865186","Catching them young, shaping futures! This week our Careers' Guidance Teams were at Emakhandeni, Mpopoma and Lobhengula High schools. They also visited Goldridge College in Kwekwe and are out again today at Pelandaba SDA #ChooseUsChooseNust #StudyatNust #thinkinotherterms https://t.co/EKZsKaDQlM","8","6","26","6","Sun Mar 17 11:43:47 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1769328836397650125","https://twitter.com/nustzim/status/1769328836397650125","1769328836397650125","Catching them young, shaping futures! This week our Careers' Guidance Teams were at Emakhandeni, Mpopoma and Lobhengula High schools. They also visited Goldridge College in Kwekwe and are out again today at Pelandaba SDA #ChooseUsChooseNust #StudyatNust #thinkinotherterms https://t.co/jyyqO5koUQ","1","1","2","0","Sun Mar 17 11:44:01 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1769328853346902473","https://twitter.com/nustzim/status/1769328853346902473","1769328853346902473","Catching them young, shaping futures! This week our Careers' Guidance Teams were at Emakhandeni, Mpopoma and Lobhengula High schools. They also visited Goldridge College in Kwekwe and are out again today at Pelandaba SDA #ChooseUsChooseNust #StudyatNust #thinkinotherterms https://t.co/n9WxqxOpX9","1","1","1","0","Sun Mar 17 11:44:05 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1767558639882023185","https://twitter.com/nustzim/status/1767558639882023185","1767558639882023185","Swedish Envoy to Zimbabwe, His Excellency Mr Lindgärde (In white shirt &amp; stripped tie), and his delegation paid a courtesy call to NUST this afternoon where they met senior members of staff and students benefitting from some of their partnerships with the University.#studyatNUST https://t.co/G7RKHNjnSP","2","3","11","0","Tue Mar 12 14:29:54 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1767558686984073645","https://twitter.com/nustzim/status/1767558686984073645","1767558686984073645","The delegation also took time to engage Zimbabwean alumni from different Swedish Universities and exchange programs and to visit some university facilities supported by the Embassy. #Thinkinotherterms #chooseNUST #StrategicPartnerships #studyatNUST https://t.co/irhkuJHL9A","1","3","4","0","Tue Mar 12 14:30:05 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1767558639882023185","https://twitter.com/nustzim/status/1767558639882023185","1767558639882023185","Swedish Envoy to Zimbabwe, His Excellency Mr Lindgärde (In white shirt &amp; stripped tie), and his delegation paid a courtesy call to NUST this afternoon where they met senior members of staff and students benefitting from some of their partnerships with the University.#studyatNUST https://t.co/G7RKHNjnSP","2","3","11","0","Tue Mar 12 14:29:54 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1767555095603159320","https://twitter.com/nustzim/status/1767555095603159320","1767555095603159320","NUST is thrilled to welcome its March 2024 intake of freshers this week! Get ready to embark on an exciting journey of knowledge, growth,&amp;unforgettable experiences. We'll support you as you write the next chapter of your academic journey📚 👏👏 #THINKINOTHERTERMS #Orientationweek https://t.co/mY0skADxWY","0","1","6","0","Tue Mar 12 14:15:49 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1766084181237416263","https://twitter.com/nustzim/status/1766084181237416263","1766084181237416263","The second and final day of the NUST Student Leadership Training Workshop held at Victoria Falls Rainbow Hotel under the theme ""Empowering Student Innovators: Nurturing Creativity and Entrepreneurial Spirit"". #ChooseNUST #Thinkinotherterms #StudyatNUST https://t.co/RgHXyepSoA","0","0","3","0","Fri Mar 08 12:50:55 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1765725569767870645","https://twitter.com/nustzim/status/1765725569767870645","1765725569767870645","This week the NUST Department of Journalism &amp; Media Studies held a public lecture themed ""Understanding Community Radios:Discover how these grassroots platforms empower local voices, foster community engagement, and bridge communication gaps"" ! #CommunityRadio #THINKINOTHERTERMS https://t.co/CR5zJwOyc0","0","1","8","0","Thu Mar 07 13:05:56 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1765723070604378170","https://twitter.com/nustzim/status/1765723070604378170","1765723070604378170","Ongoing NUST Student Leadership Training Workshop at Victoria Falls Rainbow Hotel, running under the theme ""Empowering Student Innovators: Nurturing Creativity and Entrepreneurial Spirit"". #ChooseNUST #StudyatNUST #Thinkinotherterms https://t.co/o4gVGiNhW5","1","3","13","1","Thu Mar 07 12:56:00 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1765312280164483556","https://twitter.com/nustzim/status/1765312280164483556","1765312280164483556","The NUST Careers Guidance team recently visited the Bulawayo Adventist School(BAS), David Livingston, St Bernards High Schools and also attanded the Mashonaland West Careers Expo to engage students on career options and how NUST can help shape their professional goals #ChooseNUST https://t.co/63GUccT1iE","2","1","10","0","Wed Mar 06 09:43:40 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1762067864654057477","https://twitter.com/nustzim/status/1762067864654057477","1762067864654057477","NUST recently joined regional universities to showcase its programmes &amp; services at the Southern Africa Education Fairs held in Nairobi Kenya from 22 to 23 February 2024. NUST also had the opportunity to interact with alumni based in that country. #Thinkinotherterms #ChooseNUST https://t.co/RXwDZYBJvm","1","0","8","0","Mon Feb 26 10:51:31 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1761028861851033737","https://twitter.com/nustzim/status/1761028861851033737","1761028861851033737","IMPORTANT NOTICE TO PROSPECTIVE STUDENTS ACCEPTED FOR THE MARCH 2024 INTAKE !!! https://t.co/p2R7okeX5P","0","0","5","0","Fri Feb 23 14:02:53 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1758444262318805025","https://twitter.com/nustzim/status/1758444262318805025","1758444262318805025","NUST COLLABORATIONS: @CIRAD &amp;Divine Pro visited the NUST Bulawayo Technology Centre(BTC) to explore collaborative opportunities for the empowerment of rural communities through the sourcing &amp;processing of raw materials such as Baobab,Tamarind &amp;Honey #ChooseNUST #Thinkinotherterms https://t.co/PIryyB61RH","4","0","17","0","Fri Feb 16 10:52:37 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1756272910883315937","https://twitter.com/nustzim/status/1756272910883315937","1756272910883315937","If you are in Gaborone, Botswana, please do visit us (NUST) and other Zimbabwe universities at the #SouthernAfricaEducationalFair. Today 10 February 2024 until 4pm #Thinkinotherterms #ChooseNUST #StudyatNUST https://t.co/ql995j3qIv","1","0","13","0","Sat Feb 10 11:04:26 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1755954690657821118","https://twitter.com/nustzim/status/1755954690657821118","1755954690657821118","Learning By Doing: Regina Mundi High School students today visited NUST's Bulawayo Technology Center (BTC), where they toured various production sections at the facility. The tour was coordinated by NUST's Innovation and Business Development Unit. #ThinkInOtherTerms #ChooseNUST https://t.co/ZhXbVOov0s","1","0","6","0","Fri Feb 09 13:59:56 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1755937514542502043","https://twitter.com/nustzim/status/1755937514542502043","1755937514542502043","RT @SkillsAuditDvt: Great platform to foster skills exchange","2","0","5","0","Fri Feb 09 12:51:41 +0000 2024","0","true","false"
"https://x.com/nustzim/status/1755935885093212213","https://twitter.com/nustzim/status/1755935885093212213","1755935885093212213","CATCHING THEM YOUNG! NUST Department of Computer Sciences yesterday hosted grade twos from Charleston Primary School at its Computer Science Lab. Pupils got a practical appreciation of the ICT &amp;Computer related classes the school is offering. #ChooseNUST #ThinkInOtherTerms https://t.co/14fj0SYPhX","2","1","11","1","Fri Feb 09 12:45:13 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1755488186048946350","https://twitter.com/nustzim/status/1755488186048946350","1755488186048946350","CALL FOR ABSTRACTS: NUST Graduate School of Business hereby announces a second call for abstracts to the first NUST GSB International Conference on Contemporary Business and Management (ICCBM)2024. Conference dates are 24-26 July 2024. Abstract closing dates are 27 February 2024. https://t.co/T6ERFqtDUt","3","0","2","0","Thu Feb 08 07:06:13 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1752944339615977654","https://twitter.com/nustzim/status/1752944339615977654","1752944339615977654","ENROLMENT IN PROGRESS: Our recruitment teams are still on-site to enroll students for March and August intakes. Visit NUST Library in Byo btwn 9th &amp;10th Avenue along Fort Street, and Mosi Oa Tunya High School in Victoria Falls 8am-4pm #ChooseNUST #StudyatNUST #ThinkInOtherTerms https://t.co/goHfB9HEte","0","1","4","0","Thu Feb 01 06:37:53 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1752697489206255817","https://twitter.com/nustzim/status/1752697489206255817","1752697489206255817","NUST IN THE COMMUNITY: Our Careers Guidance team was at Njube High School advising O and A' Level Students looking forward to commencing their tertiary studies next year. Also look out for our recruitment teams doing on site recruitment at the NUST Library until 9 February 2024. https://t.co/vDPms9E99J","0","2","1","0","Wed Jan 31 14:16:59 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1767502204716646779","https://twitter.com/nustzim/status/1767502204716646779","1767502204716646779","NUST was part of the institutions of higher learning exhibiting at the second edition of the Zimbabwe Business Expo where the Vice President of the Republic of Zimbabwe, Hon. K.C.D. Mohadi, was the Guest of Honour. #Thinkinotherterms #StudyatNUST #ChooseNUST https://t.co/xhqmFIsYGE","4","1","13","0","Tue Mar 12 10:45:38 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1767502210642956497","https://twitter.com/nustzim/status/1767502210642956497","1767502210642956497","The Vice President and other Government Ministers paid a courtesy call to the NUST stand where he engaged students and Faculty Staff on their projects that are contributing to the country's National Development Strategy (NDS1) and Vision 2030. #ChooseNUST #Thinkinotherterms https://t.co/14onvENEte","1","1","3","0","Tue Mar 12 10:45:40 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1753671561628762132","https://twitter.com/nustzim/status/1753671561628762132","1753671561628762132","From rural schools to NUST Medical school...Meet the student pioneers of the NUST School of Medicine's Biomedical Science Degree program now required before one proceeds to the Bachelor of Medicine Degree. #Thinkinotherterms #chooseNUST #studyatNUST

https://t.co/oZ9ecAEECT","3","1","10","0","Sat Feb 03 06:47:36 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1753671646706024871","https://twitter.com/nustzim/status/1753671646706024871","1753671646706024871","From rural schools to NUST Medical school...Meet the student pioneers of the NUST School of Medicine's Biomedical Science Degree program now required before one proceeds to the Bachelor of Medicine Degree. #Thinkinotherterms #chooseNUST #studyatNUST https://t.co/AGHjrrl9Td","0","0","1","0","Sat Feb 03 06:47:56 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1752310140332621931","https://twitter.com/nustzim/status/1752310140332621931","1752310140332621931","RECRUITMENT IN PROGRESS: Look out for our Careers' guidance and recruitment teams at the NUST library along Fort Street between 9th and 10th Avenue in Bulawayo. Visit us between 9am and 4pm from now until Friday the 9th of February 2024. Registration closes on 15th March 2024. https://t.co/YpgrK6G6TT","4","3","16","0","Tue Jan 30 12:37:48 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1750178492552245249","https://twitter.com/nustzim/status/1750178492552245249","1750178492552245249","Keep an eye out for our recruitment teams at these venues, dates and times. Note the fee and documents you must carry with you to the recruitment venue at the bottom of the attached flier. #ThinkInOtherTerms #ChooseNUST #studyatNUST https://t.co/1F5grN2x7z","0","0","3","0","Wed Jan 24 15:27:24 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1747693727022215220","https://twitter.com/nustzim/status/1747693727022215220","1747693727022215220","Look out for NUST Admissions team doing on the spot registrations at NUST Library along Fort Street between 9th and 10th avenue in Bulawayo. This drive is from 17th January to 9th February 2024 between 0900hrs-1600hrs. See flier for registration requirements #Choosenust https://t.co/0zjL40a6GC","3","2","21","0","Wed Jan 17 18:53:49 +0000 2024","2","false","false"
"https://x.com/nustzim/status/1747250613652480378","https://twitter.com/nustzim/status/1747250613652480378","1747250613652480378","NUST 2024 intake is now underway. Follow the link below or call the quoted numbers for details.
#choosenust
 #studyatNUST #ThinkInOtherTerms https://t.co/cPPiWPgBvz","7","0","21","0","Tue Jan 16 13:33:03 +0000 2024","1","false","false"
"https://x.com/nustzim/status/1742497906299461792","https://twitter.com/nustzim/status/1742497906299461792","1742497906299461792","https://t.co/7qnwYbAmTG","0","0","10","0","Wed Jan 03 10:47:29 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1742183366269575386","https://twitter.com/nustzim/status/1742183366269575386","1742183366269575386","Opportunity for students, youth and all creatives to design a logo for Zimbabwe's participation at the EXPO 2025 OSAKA. See attached advert for details #Expo2025Osaka #Thinkinotherterms #ChooseNUST #Beyondthelimit https://t.co/kUV6R64mNq","2","1","2","0","Tue Jan 02 13:57:37 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1737873265647890468","https://twitter.com/nustzim/status/1737873265647890468","1737873265647890468","Call for papers #ThinkInOtherTerms #choosenust #studyatNUST https://t.co/8XHmSivm7q","1","0","3","0","Thu Dec 21 16:30:49 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1737870829847785602","https://twitter.com/nustzim/status/1737870829847785602","1737870829847785602","Happy Holidays. Be Safe! 🎄🎉 https://t.co/KmdNjSXtQe","1","0","8","0","Thu Dec 21 16:21:08 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1737478180821156022","https://twitter.com/nustzim/status/1737478180821156022","1737478180821156022","NUST is calling for papers for the 1st International Conference on Contemporary Business &amp;Management (ICCBM)2024.The theme is""Galvanising Economic Development in Emerging Economies Through Disruptive Innovative Management in The Fourth Industrial Revolution(4IR)See details below. https://t.co/9tYCm3hJb5","5","0","8","0","Wed Dec 20 14:20:53 +0000 2023","2","false","false"
"https://x.com/nustzim/status/1737071364433940589","https://twitter.com/nustzim/status/1737071364433940589","1737071364433940589","RT @MphiniSir: @citezw @NewsDayZimbabwe @Zimpapers @village_scribe @communitypodium kindly take note.","3","0","6","0","Tue Dec 19 11:24:21 +0000 2023","0","true","false"
"https://x.com/nustzim/status/1736826888297894373","https://twitter.com/nustzim/status/1736826888297894373","1736826888297894373","Alerting all women in Zimbabwe working in #STEMcareers: the TechWomen program is accepting applications for the 2024 program until January 10!  Visit the TechWomen website to see other requirements and program details. https://t.co/zB89O4M1HL Deadline: January 10, 2024. https://t.co/Fp1RojEFWE","2","0","9","0","Mon Dec 18 19:12:53 +0000 2023","1","false","false"
"https://x.com/nustzim/status/1736815336832278842","https://twitter.com/nustzim/status/1736815336832278842","1736815336832278842","NUST Department of Journalism and Media Studies invites applications for ""Training on Data Visualization Techniques for Environmental Journalism"" under the theme, ""The Nexus of Data and Environmental Journalism"" running from 12-14th February 2024. See attached flier for details. https://t.co/hi9DexWuck","12","0","21","3","Mon Dec 18 18:26:59 +0000 2023","1","false","false"
"https://x.com/nustzim/status/1750583244016308339","https://twitter.com/nustzim/status/1750583244016308339","1750583244016308339","1/3 Review our postgraduate options for you in the attached images and join our huge community of academics. Do not miss this opportunity, registration closes on the15th of March 2024 #thinkinotherterms
#chooseNUST
#StudyatNUST https://t.co/l5AGfaTUHW","33","12","75","1","Thu Jan 25 18:15:44 +0000 2024","35","false","false"
"https://x.com/nustzim/status/1750583373138137259","https://twitter.com/nustzim/status/1750583373138137259","1750583373138137259","2/3 Review our postgraduate options for you in the attached images and join our huge community of academics. Do not miss this opportunity, registration closes on the15th of March 2024 #thinkinotherterms
#chooseNUST
#StudyatNUST https://t.co/n7tK9Ow7PK","1","3","5","1","Thu Jan 25 18:16:15 +0000 2024","5","false","false"
"https://x.com/nustzim/status/1750583481560629682","https://twitter.com/nustzim/status/1750583481560629682","1750583481560629682","3/3 Review our postgraduate options available to you in the attached images and join our huge community of academics. Do not miss this opportunity, registration closes on 15 March 2024. 
#thinkinotherterms
#StudyatNUST
#ChooseNUST https://t.co/wxHQjfQbDc","2","0","8","0","Thu Jan 25 18:16:40 +0000 2024","2","false","false"
"https://x.com/nustzim/status/1745101858832621601","https://twitter.com/nustzim/status/1745101858832621601","1745101858832621601","NUST Council Chairperson, Prof L.M. Sibanda (left) leads a high-level NUST Council-Management brainstorming &amp;planning session. Following proceedings are Registrar, Mr B. Ngwenya, Pro-VCs, Prof Y.Naik &amp; Dr Eng W. Goriwondo and guest, former University of Pretoria VC, Prof T. Kupe. https://t.co/F3aJUgOV7H","2","2","9","0","Wed Jan 10 15:14:40 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1745101887349698755","https://twitter.com/nustzim/status/1745101887349698755","1745101887349698755","Acting Chairperson for Department of Applied Chemistry, Miss Emily Bere (right) presents to Council, Management and invited guest during a tour of the Applied Chemistry Laboratory. https://t.co/pbN3mPyuSE","0","1","0","0","Wed Jan 10 15:14:47 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1745101891275559077","https://twitter.com/nustzim/status/1745101891275559077","1745101891275559077","NUST Council, Management and invited guests tour the Joshua Mqabuko Nkomo Ekusileni Hospital https://t.co/4UBuoZAByf","0","0","0","0","Wed Jan 10 15:14:47 +0000 2024","0","false","false"
"https://x.com/nustzim/status/1735706005164482566","https://twitter.com/nustzim/status/1735706005164482566","1735706005164482566","Acting Dean in NUST's Faculty of Medicine, Dr. Wedu Ndebele (3rd from left) was in Paris, France from 7-10 Nov, attending the EDCTP symposium, as part of a research ( CHAPAS 4) carried out in 3 countries, including Zimbabwe, at Mpilo site under NUST Medical School Research Trust. https://t.co/OjNre57arH","1","0","7","0","Fri Dec 15 16:58:54 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1735333558527443061","https://twitter.com/nustzim/status/1735333558527443061","1735333558527443061","RT @ChronicleZim: NUST equips media practitioners with fact-checking training.
@nustzim @zwFactCheck 
https://t.co/mv9UcTa4i3","8","0","10","0","Thu Dec 14 16:18:55 +0000 2023","0","true","false"
"https://x.com/nustzim/status/1734918443680288970","https://twitter.com/nustzim/status/1734918443680288970","1734918443680288970","Congratulations to our NUST- Enactus team who were 2nd Runners Up at the @bank_empower  pitch competition for their Maggot farming idea. They walked away with US$1 000. 1st Prize went to Chipo Amanda Mataka of Craftastics Zim &amp;1st Runner Up was Desberia Mutara of Deluxe Rancherd. https://t.co/FdFc1pT6Cc","3","0","9","0","Wed Dec 13 12:49:24 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1734892102301962675","https://twitter.com/nustzim/status/1734892102301962675","1734892102301962675","Invitation to all university students to participate in the CBZ Ideation Oasis Universities Challenge. See attached flier for details #Thinkinotherterms #studyatNUST #ChooseNUST https://t.co/fL1FVYYF1D","4","0","14","0","Wed Dec 13 11:04:44 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1734891290855178646","https://twitter.com/nustzim/status/1734891290855178646","1734891290855178646","Enroll for a short course at our Centre for Continuing Education (CCE). See flier for more details. #Thinkinotherterms #StudyatNUST #ChooseNUST https://t.co/3z3sGA6GSC","29","8","104","0","Wed Dec 13 11:01:31 +0000 2023","15","false","false"
"https://x.com/nustzim/status/1734491204761350465","https://twitter.com/nustzim/status/1734491204761350465","1734491204761350465","RT @ChronicleZim: GOVERNMENT has urged local universities to take up international construction jobs as they are proving to be capable of d…","7","0","9","0","Tue Dec 12 08:31:43 +0000 2023","1","true","false"
"https://x.com/nustzim/status/1734483867317244136","https://twitter.com/nustzim/status/1734483867317244136","1734483867317244136","https://t.co/AtR3D1sVFT","0","1","5","0","Tue Dec 12 08:02:33 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1733164736487780520","https://twitter.com/nustzim/status/1733164736487780520","1733164736487780520","Today NUST, in partnership with @econetzimbabwe, @Compulinkzw  &amp;DiamondBerry, hosted a Hackathon aimed at fostering collaboration, innovation, &amp;interdisciplinary problem solving. 11 groups of 6-8 students participated. This was a preamble to a 3day Hackathon to be held in 2024. https://t.co/3uPzBlmcse","2","0","17","1","Fri Dec 08 16:40:48 +0000 2023","1","false","false"
"https://x.com/nustzim/status/1733114398598734048","https://twitter.com/nustzim/status/1733114398598734048","1733114398598734048","Today NUST's Innovation &amp;Business Development unit &amp; the Faculty of Engineering teams hosted a delegation from EBetri Limited UK. The meeting initiated talks on collaborations towards solarisation of NUST campus. EBetri Limited specialises in solar system supplies &amp;installations https://t.co/mGvAXjNfhi","1","0","4","0","Fri Dec 08 13:20:46 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1732449805526356017","https://twitter.com/nustzim/status/1732449805526356017","1732449805526356017","RT @ChronicleZim: ITS all systems go for the 29th graduation ceremony at the National University of Science and Technology (Nust) where Pre…","5","1","11","0","Wed Dec 06 17:19:55 +0000 2023","2","true","false"
"https://x.com/nustzim/status/1732449761075122240","https://twitter.com/nustzim/status/1732449761075122240","1732449761075122240","RT @ChronicleZim: The Best Graduating Male is Donald Zvada who graduated with a Bachelor of Science Honours Degree in Operations Research a…","5","1","17","0","Wed Dec 06 17:19:45 +0000 2023","0","true","false"
"https://x.com/nustzim/status/1732449713176129825","https://twitter.com/nustzim/status/1732449713176129825","1732449713176129825","RT @ChronicleZim: President Mnangagwa has declared the congregation of the Nust 29th Graduation Ceremony duly constituted.
@edmnangagwa @In…","3","1","6","0","Wed Dec 06 17:19:33 +0000 2023","0","true","false"
"https://x.com/nustzim/status/1735319173977223321","https://twitter.com/nustzim/status/1735319173977223321","1735319173977223321","Today NUST and @zb_foryou signed an MOU aimed at leveraging the strengths and expertise of both institutions to driving innovation, promote financial inclusion, and develop a robust talent pipeline in the financial technology sector. #Thinkinotherterms #studyatNUST #chooseNUST https://t.co/lBXJ2FmjoB","1","1","7","0","Thu Dec 14 15:21:46 +0000 2023","1","false","false"
"https://x.com/nustzim/status/1735319177961812378","https://twitter.com/nustzim/status/1735319177961812378","1735319177961812378","NUST was represented by Acting VC. Dr. Eng. W. Goriwondo, also the Pro. VC. for Innovation and Business Development. @zb_foryou was represented by the Group CEO, Dr. Shepherd T. Fungura, both of whom expressed enthusiasm at the potential the partnership presents for both sides. https://t.co/jd7WkIzbQW","0","1","1","0","Thu Dec 14 15:21:47 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1735319182156116325","https://twitter.com/nustzim/status/1735319182156116325","1735319182156116325","The @zb_foryou delegation also had the opportunity to tour NUST's Technovation Centre, which will be the nerve center of the university's innovation, technology, and entrepreneurship ecosystem. #Thinkinotherterms #chooseNUST #StudyatNUST https://t.co/FSDrb5yQ5D","0","0","2","0","Thu Dec 14 15:21:48 +0000 2023","0","false","false"
"https://x.com/nustzim/status/1732822117287125490","https://twitter.com/nustzim/status/1732822117287125490","1732822117287125490","The Deputy Minister of Higher and Tertiary Education, Innovation, Science &amp;Technology Development, Hon Simelisizwe Sibanda today presided over the handover ceremony of IndoZim Technology Center to NUST Bulawayo Technology Center #Thinkinotherterms #StudtyatNUST #ChooseNUST https://t.co/7wiMJdndfX","1","2","9","0","Thu Dec 07 17:59:21 +0000 2023","0","false","false"
